player,label,encounters,source,map,cheater_labels,hurt_events,group,split,match_id,player_match
Player_9,0,29,no_cheater_present,de_anubis,0,734,no_cheater_present/114,validation,no_cheater_present/114,no_cheater_present/114/Player_9
Player_1,0,17,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_1
Player_10,0,28,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_10
Player_2,0,22,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_2
Player_3,0,19,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_3
Player_4,0,14,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_4
Player_5,0,20,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_5
Player_6,0,15,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_6
Player_7,0,13,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_7
Player_8,0,27,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_8
Player_9,0,22,no_cheater_present,de_nuke,0,542,no_cheater_present/115,train,no_cheater_present/115,no_cheater_present/115/Player_9
Player_1,0,31,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_1
Player_10,0,25,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_10
Player_2,0,39,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_2
Player_3,0,17,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_3
Player_4,0,25,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_4
Player_5,0,21,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_5
Player_6,0,29,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_6
Player_7,0,32,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_7
Player_8,0,37,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_8
Player_9,0,28,no_cheater_present,de_ancient,0,721,no_cheater_present/116,train,no_cheater_present/116,no_cheater_present/116/Player_9
Player_1,0,16,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_1
Player_10,0,29,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_10
Player_2,0,38,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_2
Player_3,0,33,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_3
Player_4,0,25,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_4
Player_5,0,26,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_5
Player_6,0,26,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_6
Player_7,0,28,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_7
Player_8,0,46,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_8
Player_9,0,21,no_cheater_present,de_ancient,0,794,no_cheater_present/117,train,no_cheater_present/117,no_cheater_present/117/Player_9
Player_1,0,13,no_cheater_present,de_nuke,0,467,no_cheater_present/118,train,no_cheater_present/118,no_cheater_present/118/Player_1
Player_10,0,14,no_cheater_present,de_nuke,0,467,no_cheater_present/118,train,no_cheater_present/118,no_cheater_present/118/Player_10
Player_2,0,12,no_cheater_present,de_nuke,0,467,no_cheater_present/118,train,no_cheater_present/118,no_cheater_present/118/Player_2
Player_3,0,20,no_cheater_present,de_nuke,0,467,no_cheater_present/118,train,no_cheater_present/118,no_cheater_present/118/Player_3
